"metric1","metric2","category","country"
"-0.378046611016494","-1.3050826617088025","Rural","India"
"-0.2528277458325413","-0.09816998115875508","Rural","India"
"1.0455907875020405","0.7677222267247912","Rural","India"
"0.40048397634161964","0.2841162703956493","Rural","India"
"-1.7969347893575978","-0.15855569296812155","Rural","India"
"0.11407257831998399","-1.611550117766943","Rural","India"
"-3.055396156297866","-1.4291078008791778","Rural","India"
"-0.5258259423681123","-0.8704551331615941","Rural","India"
"-0.348107800643906","0.3621171644910227","Rural","India"
"0.10160570309997202","-0.5139710602648113","Rural","India"
"-0.35154104350943516","2.1718284844532945","Rural","India"
"0.06251402060428428","-0.27028145421333993","Rural","India"
"0.8408286392342496","0.9935071857211784","Rural","India"
"-0.6056185524291934","-0.5943774736179773","Rural","India"
"-1.8501481591155828","-0.8201580027002193","Rural","India"
"-0.43242705376590446","-0.9314165998219963","Rural","India"
"0.08435141501018545","0.5929669083158784","Rural","India"
"1.0209547994511445","0.3709836172440375","Rural","India"
"-0.5267336309729991","-0.7048571759395672","Rural","India"
"-0.9249870573101762","-2.315220105168701","Rural","India"
"1.6506041779389748","0.6951340129746972","Rural","India"
"-0.6909624581071001","-0.4387414984830926","Rural","India"
"0.42699854019991246","0.16789533413503221","Rural","India"
"0.9724991686003653","-1.396969797688933","Rural","India"
"0.09974586244702931","-2.1843250082649526","Rural","India"
"0.0251501740340827","-1.138693098266993","Rural","Vietnam"
"-0.9315751067145412","-0.007517336697172139","Rural","Vietnam"
"2.006594289269546","-0.5798464774961238","Rural","Vietnam"
"0.296967535864546","-1.0868296957240813","Rural","Vietnam"
"1.354536242962349","-0.18278773005329524","Rural","Vietnam"
"-0.7665948426516173","0.6178867840720896","Rural","Vietnam"
"0.7453487531482795","-1.0193804920340082","Rural","Vietnam"
"-1.979670833508316","0.36962919519637355","Rural","Vietnam"
"2.0175564096776615","1.1315186570942082","Rural","Vietnam"
"0.15845926871580532","1.1087076064175543","Rural","Vietnam"
"-1.2976701230387826","0.6284629894794842","Rural","Vietnam"
"0.9659313025668266","-0.5366060108716751","Rural","Vietnam"
"-0.14739098262356265","-0.7262358313083772","Rural","Vietnam"
"-0.435689958558715","-0.08743667659572561","Rural","Vietnam"
"-0.2850004756177519","0.45917028772193114","Rural","Vietnam"
"0.10799593316400062","-0.9651356490189757","Rural","Vietnam"
"-0.39814434320222714","-0.6460603146572013","Rural","Vietnam"
"-0.4189732257529593","-0.31281250289666374","Rural","Vietnam"
"-0.19747183087445536","-0.17168585734817943","Rural","Vietnam"
"0.31840345420713856","0.4864922979582787","Rural","Vietnam"
"-0.6719347096424516","0.675848105448791","Rural","Vietnam"
"0.07500314665557521","0.7076507815771919","Rural","Vietnam"
"-0.5461111118708203","-0.9756969948711592","Rural","Vietnam"
"0.025452120847093977","1.4520504656008986","Rural","Vietnam"
"-2.42220523809389","-1.7557116088462492","Rural","Vietnam"
"1.5151806578137785","0.710229094466426","Urban","Peru"
"0.11027444930616555","-0.14965782976566389","Urban","Peru"
"0.7139121486476322","1.738568480279501","Urban","Peru"
"-0.8737651402083549","-0.890571767689067","Urban","Peru"
"2.5953420448498843","1.7012820255807686","Urban","Peru"
"-0.347318810278929","-0.9209927415833477","Urban","Peru"
"0.30300518448062796","0.8486223596313347","Urban","Peru"
"-0.18523301664452846","1.3294822480966495","Urban","Peru"
"-1.2196038076323055","-3.7597064701865714","Urban","Peru"
"-0.41580395562048367","0.4659791646307109","Urban","Peru"
"-1.8318041714298166","0.31642298102144867","Urban","Peru"
"-0.6842828966243574","-1.2667316952740049","Urban","Peru"
"-1.2195854416545426","-1.787799288116028","Urban","Peru"
"-1.066212646600785","-0.909203810301392","Urban","Peru"
"-1.1688024276425004","0.9642687869364602","Urban","Peru"
"-1.7969652540892778","1.5831193121719975","Urban","Peru"
"-0.7227225540255324","1.3621325199268717","Urban","Peru"
"1.4280456243435722","-0.26733947193097063","Urban","Peru"
"0.12213264046007202","-0.730956749983976","Urban","Peru"
"-0.3862737817806366","-1.1008039650683243","Urban","Peru"
"-0.31763104343268034","-0.04432238897372098","Urban","Peru"
"-1.4261727030051163","-2.877374983833746","Urban","Peru"
"-0.49499806198698193","1.8813591666609653","Urban","Peru"
"0.02761321373835296","-0.8858852538978972","Urban","Peru"
"-0.7382479465950977","1.7657718214231986","Urban","Peru"
"-1.3015141792491396","-0.3307610239533013","Urban","Ethiopia"
"0.4897090223404467","0.7840955988887858","Urban","Ethiopia"
"0.5419784193939269","0.7852955182252525","Urban","Ethiopia"
"1.432797011634403","1.0756906755859286","Urban","Ethiopia"
"2.3464877238869035","0.3921288021713867","Urban","Ethiopia"
"-0.6103769673461237","-0.014822390407902564","Urban","Ethiopia"
"-1.1614986519125523","1.02639178960834","Urban","Ethiopia"
"0.7155473155178372","0.8611668971592426","Urban","Ethiopia"
"-0.20948025205228835","1.5405529232391906","Urban","Ethiopia"
"-0.006399883768507028","-0.07157338289386084","Urban","Ethiopia"
"-0.1271053962656692","-0.16845889120477753","Urban","Ethiopia"
"0.0522458121955705","0.9561967901996992","Urban","Ethiopia"
